rank,id,title,rating,rating_count,comprehensive_score,kind,url,source_doulist_ids,source_doulists,crawled_at
1243,1304476,独立时代 獨立時代,8.8,86705,71.632681,电影,https://movie.douban.com/subject/1304476/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1244,2349361,炊事班的故事,8.9,72468,71.621762,国产剧,https://movie.douban.com/subject/2349361/,146202362,豆瓣高分国产剧,2026-08-09T16:52:13+08:00
1245,1309199,史密斯夫妇 Mr. & Mrs. Smith,7.9,575463,71.619823,电影,https://movie.douban.com/subject/1309199/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
1246,6791750,起风了 風立ちぬ,8.2,285602,71.605421,动画电影 / 电影,https://movie.douban.com/subject/6791750/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
1247,35919997,9号秘事 第九季 Inside No. 9 Season 9,9.2,43799,71.605354,电视剧,https://movie.douban.com/subject/35919997/,644440,9分电视剧,2026-08-09T16:52:13+08:00
1248,35076714,扎克·施奈德版正义联盟 Zack Snyder's Justice League,8.1,356807,71.595722,电影,https://movie.douban.com/subject/35076714/,248893 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
1249,1872133,三峡好人,8.4,185181,71.561625,电影,https://movie.douban.com/subject/1872133/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1250,1298733,日落大道 Sunset Blvd.,8.8,85636,71.554525,电影,https://movie.douban.com/subject/1298733/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1251,26357796,野良神 第二季 ノラガミ ARAGOTO,9.1,51069,71.550157,电视剧,https://movie.douban.com/subject/26357796/,644440,9分电视剧,2026-08-09T16:52:13+08:00
1252,6886533,冰冻星球 第一季 Frozen Planet Season 1,9.7,20626,71.527015,纪录片,https://movie.douban.com/subject/6886533/,480634,豆瓣高分纪录片/其它（2/2）,2026-08-09T16:52:13+08:00
1253,1293203,人鬼情未了 Ghost,8.3,225901,71.501542,电影,https://movie.douban.com/subject/1293203/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
1254,1899125,大盗贼,9.3,36672,71.466428,动画剧集,https://movie.douban.com/subject/1899125/,225067,豆瓣五星动画剧集,2026-08-09T16:52:13+08:00
1255,1428176,太平洋战争 The Pacific,9.0,59411,71.449525,电视剧,https://movie.douban.com/subject/1428176/,172901,豆瓣五星电视剧（1/2）,2026-08-09T16:52:13+08:00
1256,1299900,亚当斯一家的价值观 Addams Family Values,8.8,83709,71.411141,电影,https://movie.douban.com/subject/1299900/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1257,1293434,王牌对王牌 The Negotiator,8.5,147440,71.40706,电影,https://movie.douban.com/subject/1293434/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1258,25932086,我是谁：没有绝对安全的系统 Who Am I - Kein System ist sicher,8.2,275710,71.404498,电影,https://movie.douban.com/subject/25932086/,248893 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
1259,2148680,创世纪1：地产风云 創世紀1：地產風云,9.0,58942,71.39801,电视剧,https://movie.douban.com/subject/2148680/,172901,豆瓣五星电视剧（1/2）,2026-08-09T16:52:13+08:00
1260,10581289,海女 あまちゃん,9.2,42409,71.389276,日剧 / 电视剧,https://movie.douban.com/subject/10581289/,156283469 / 430230,豆瓣五星电视剧（2/2） / 豆瓣高分日剧,2026-08-09T16:52:13+08:00
1261,1301582,苦月亮 Bitter Moon,8.4,179694,71.384163,电影,https://movie.douban.com/subject/1301582/,243559,豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1262,1299248,镜子 Зеркало,9.0,58680,71.369053,电影,https://movie.douban.com/subject/1299248/,240962,豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1263,26719562,百年酒馆 Horace and Pete,9.3,36118,71.362917,电视剧,https://movie.douban.com/subject/26719562/,644440,9分电视剧,2026-08-09T16:52:13+08:00
1264,4707205,爱情公寓2,8.3,220520,71.361713,国产剧 / 电视剧,https://movie.douban.com/subject/4707205/,146202362 / 46375658,豆瓣电视剧排行榜 / 豆瓣高分国产剧,2026-08-09T16:52:13+08:00
1265,4824512,驯龙高手2 How to Train Your Dragon 2,8.1,340772,71.338226,动画电影 / 电影,https://movie.douban.com/subject/4824512/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
1266,30306401,王国 第二季 킹덤 시즌2,8.3,219593,71.33728,电视剧,https://movie.douban.com/subject/30306401/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
1267,3990479,老爸老妈的浪漫史 第五季 How I Met Your Mother Season 5,9.2,42068,71.335186,电视剧,https://movie.douban.com/subject/3990479/,644440,9分电视剧,2026-08-09T16:52:13+08:00
1268,30145148,年少轻狂 第一季 The Young Offenders Season 1,9.1,49398,71.33059,电视剧,https://movie.douban.com/subject/30145148/,644440,9分电视剧,2026-08-09T16:52:13+08:00
1269,26951951,小戏骨：红楼梦之刘姥姥进大观园,9.1,49292,71.316413,国产剧 / 电视剧,https://movie.douban.com/subject/26951951/,146202362 / 644440,9分电视剧 / 豆瓣高分国产剧,2026-08-09T16:52:13+08:00
1270,2028666,换子疑云 Changeling,8.4,177395,71.308192,电影,https://movie.douban.com/subject/2028666/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1271,1291556,乡愁 Ностальгия,9.0,57928,71.285215,电影,https://movie.douban.com/subject/1291556/,240962,豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1272,1299062,坏孩子的天空 キッズ・リターン,8.6,118821,71.280778,电影,https://movie.douban.com/subject/1299062/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1273,36151693,不够善良的我们 不夠善良的我們,8.3,217220,71.274262,电视剧,https://movie.douban.com/subject/36151693/,46375658 / 644440,9分电视剧 / 豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
1274,1418752,万能钥匙 The Skeleton Key,8.0,424318,71.270311,电影,https://movie.douban.com/subject/1418752/,248893 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
1275,25859495,思悼 사도,8.5,143813,71.257615,电影,https://movie.douban.com/subject/25859495/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1276,20438964,无敌破坏王2：大闹互联网 Ralph Breaks the Internet,8.0,422506,71.246774,动画电影 / 电影,https://movie.douban.com/subject/20438964/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
1277,1292268,好家伙 GoodFellas,8.5,143472,71.243371,电影,https://movie.douban.com/subject/1292268/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1278,3036997,立春,8.4,175435,71.242641,电影,https://movie.douban.com/subject/3036997/,16163 / 243559 / 42966583,容易忽视的国产电影 / 评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1279,1292529,机器管家 Bicentennial Man,8.6,118021,71.239569,电影,https://movie.douban.com/subject/1292529/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1280,1295815,那年夏天，宁静的海 あの夏、いちばん静かな海。,8.6,117966,71.236726,电影,https://movie.douban.com/subject/1295815/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1281,3278993,围棋少年,9.2,41436,71.233766,国产剧 / 电视剧,https://movie.douban.com/subject/3278993/,146202362 / 644440,9分电视剧 / 豆瓣高分国产剧,2026-08-09T16:52:13+08:00
1282,1306951,鹿鼎记2 鹿鼎記II 神龍教,8.2,267471,71.231569,电影,https://movie.douban.com/subject/1306951/,248893 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
1283,26297399,特殊失踪专案组：失踪的黑色M 실종느와르 M,9.0,57403,71.226037,电视剧,https://movie.douban.com/subject/26297399/,644440,9分电视剧,2026-08-09T16:52:13+08:00
1284,1291565,疯狂约会美丽都 Les triplettes de Belleville,8.7,97506,71.223549,动画电影 / 电影,https://movie.douban.com/subject/1291565/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
1285,1302210,神女,9.1,48598,71.222829,电影,https://movie.douban.com/subject/1302210/,16163 / 240962,容易忽视的国产电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1286,10867124,新闻编辑室 第二季 The Newsroom Season 2,9.2,41341,71.218387,电视剧,https://movie.douban.com/subject/10867124/,644440,9分电视剧,2026-08-09T16:52:13+08:00
1287,1296666,回到未来3 Back to the Future Part III,8.6,117573,71.21637,电影,https://movie.douban.com/subject/1296666/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
1288,21937450,国际市场 국제시장,8.6,117499,71.212529,电影,https://movie.douban.com/subject/21937450/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1289,4811774,阿凡达：水之道 Avatar: The Way of Water,7.8,683239,71.20338,电影,https://movie.douban.com/subject/4811774/,248893 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
1290,1437342,冰川时代2 Ice Age: The Meltdown,8.2,265610,71.191771,动画电影 / 电影,https://movie.douban.com/subject/1437342/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
1291,1298038,诺丁山 Notting Hill,8.0,418142,71.18967,电影,https://movie.douban.com/subject/1298038/,248893 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
1292,30194648,硅谷 第六季 Silicon Valley Season 6,9.4,30246,71.188123,电视剧,https://movie.douban.com/subject/30194648/,644440,9分电视剧,2026-08-09T16:52:13+08:00
1293,1295742,洛奇 Rocky,8.8,80546,71.168477,电影,https://movie.douban.com/subject/1295742/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
1294,4191644,一天 One Day,7.9,528554,71.160661,电影,https://movie.douban.com/subject/4191644/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
1295,1293861,油炸绿番茄 Fried Green Tomatoes,8.8,80318,71.150619,电影,https://movie.douban.com/subject/1293861/,240962,豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1296,1427980,怪物 MONSTER,9.2,40897,71.14604,动画剧集,https://movie.douban.com/subject/1427980/,225067,豆瓣五星动画剧集,2026-08-09T16:52:13+08:00
1297,1316572,导盲犬小Q クイール,8.5,140698,71.126226,电影,https://movie.douban.com/subject/1316572/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1298,26862829,芳华,7.7,870970,71.122287,电影,https://movie.douban.com/subject/26862829/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
1299,1325007,蓝色星球 第一季 The Blue Planet Season 1,9.6,22393,71.117176,纪录片,https://movie.douban.com/subject/1325007/,223273,豆瓣高分纪录片/其它（1/2）,2026-08-09T16:52:13+08:00
1300,1303145,薄荷糖 박하사탕,8.6,115653,71.115933,电影,https://movie.douban.com/subject/1303145/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1301,1428578,没头脑和不高兴,8.8,79678,71.100217,短片,https://movie.douban.com/subject/1428578/,222008,豆瓣高分短片（评价人数较多）,2026-08-09T16:52:13+08:00
1302,25871679,硅谷 第二季 Silicon Valley Season 2,9.2,40529,71.085479,电视剧,https://movie.douban.com/subject/25871679/,644440,9分电视剧,2026-08-09T16:52:13+08:00
1303,35162581,纸钞屋 第五季 La casa de papel Season 5,9.3,34656,71.081938,电视剧,https://movie.douban.com/subject/35162581/,644440,9分电视剧,2026-08-09T16:52:13+08:00
1304,1298744,十二猴子 Twelve Monkeys,8.2,260452,71.079991,电影,https://movie.douban.com/subject/1298744/,248893 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
1305,3718279,死侍 Deadpool,7.9,519777,71.070238,电影,https://movie.douban.com/subject/3718279/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
1306,33444128,我们这一天 第六季 This Is Us Season 6,9.6,22234,71.066583,电视剧,https://movie.douban.com/subject/33444128/,644440,9分电视剧,2026-08-09T16:52:13+08:00
1307,4304402,精英部队2：大敌当前 Tropa de Elite 2 - O Inimigo Agora É Outro,8.7,95019,71.063359,电影,https://movie.douban.com/subject/4304402/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1308,21339675,一吻定情 イタズラなKiss～Love in TOKYO,8.4,169842,71.051481,日剧 / 电视剧,https://movie.douban.com/subject/21339675/,156283469 / 46375658,豆瓣电视剧排行榜 / 豆瓣高分日剧,2026-08-09T16:52:13+08:00
1309,26366465,我的少女时代 我的少女時代,7.8,661130,71.029041,电影,https://movie.douban.com/subject/26366465/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
1310,34861170,虽然是精神病但没关系 사이코지만 괜찮아,8.4,169108,71.025928,电视剧,https://movie.douban.com/subject/34861170/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
1311,1306939,推手,8.4,169051,71.023939,电影,https://movie.douban.com/subject/1306939/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1312,34814172,黄石 第三季 Yellowstone Season 3,9.2,40073,71.009669,电视剧,https://movie.douban.com/subject/34814172/,644440,9分电视剧,2026-08-09T16:52:13+08:00
1313,1298759,狗镇 Dogville,8.4,168521,71.005412,电影,https://movie.douban.com/subject/1298759/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1314,26715636,地久天长,8.0,404279,71.004233,电影,https://movie.douban.com/subject/26715636/,248893 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
1315,1307897,回忆三部曲 Memories,8.8,78356,70.994812,动画电影,https://movie.douban.com/subject/1307897/,223781,豆瓣高分动画长片,2026-08-09T16:52:13+08:00
1316,4305436,志明与春娇 志明與春嬌,7.9,512231,70.991267,电影,https://movie.douban.com/subject/4305436/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
1317,1293013,独立日 Independence Day,8.1,319804,70.982596,电影,https://movie.douban.com/subject/1293013/,248893 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
1318,2190981,重案六组,8.9,65538,70.978467,国产剧 / 悬疑剧,https://movie.douban.com/subject/2190981/,137843346 / 146202362,豆瓣高分国产剧 / 豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
1319,1308162,女人，四十,8.9,65445,70.969378,电影,https://movie.douban.com/subject/1308162/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1320,3151809,秦时明月之夜尽天明,9.3,34069,70.965773,动画剧集,https://movie.douban.com/subject/3151809/,225067,豆瓣五星动画剧集,2026-08-09T16:52:13+08:00
1321,2357701,名侦探柯南：瞳孔中的暗杀者 名探偵コナン 瞳の中の暗殺者,8.5,136869,70.960677,动画电影 / 电影,https://movie.douban.com/subject/2357701/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
1322,26727361,咱们裸熊 第二季 We Bare Bears Season 2,9.5,25250,70.95607,电视剧,https://movie.douban.com/subject/26727361/,644440,9分电视剧,2026-08-09T16:52:13+08:00
1323,1295586,黄昏双镖客 Per qualche dollaro in più,8.9,65059,70.931519,电影,https://movie.douban.com/subject/1295586/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1324,25708579,使徒行者,8.5,135871,70.916767,港剧 / 电视剧,https://movie.douban.com/subject/25708579/,135940451 / 46375658,豆瓣电视剧排行榜 / 豆瓣高分港剧,2026-08-09T16:52:13+08:00
1325,1782142,对不起，我爱你 미안하다 사랑한다,8.7,92686,70.909231,电视剧,https://movie.douban.com/subject/1782142/,172901,豆瓣五星电视剧（1/2）,2026-08-09T16:52:13+08:00
1326,2338160,无翼鸟 Kiwi!,9.0,54665,70.908363,短片,https://movie.douban.com/subject/2338160/,222008,豆瓣高分短片（评价人数较多）,2026-08-09T16:52:13+08:00
1327,26354572,欢乐好声音 Sing,8.1,315483,70.906416,动画电影 / 电影,https://movie.douban.com/subject/26354572/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
1328,1441238,面纱 The Painted Veil,8.3,203104,70.884546,电影,https://movie.douban.com/subject/1441238/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1329,1299092,回到未来2 Back to the Future Part II,8.5,135133,70.884089,电影,https://movie.douban.com/subject/1299092/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1330,1299193,理智与情感 Sense and Sensibility,8.4,164403,70.859448,电影,https://movie.douban.com/subject/1299193/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1331,26640371,犬之岛 Isle of Dogs,8.2,250447,70.856715,动画电影 / 电影,https://movie.douban.com/subject/26640371/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
1332,3596502,唐山大地震,7.9,499501,70.85537,电影,https://movie.douban.com/subject/3596502/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
1333,1291852,弗里达 Frida,8.7,91851,70.853122,电影,https://movie.douban.com/subject/1291852/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1334,1442129,豪斯医生 第一季 House M.D. Season 1,9.0,54155,70.847436,电视剧,https://movie.douban.com/subject/1442129/,172901 / 644440,9分电视剧 / 豆瓣五星电视剧（1/2）,2026-08-09T16:52:13+08:00
1335,32659890,我和我的祖国,7.6,1078429,70.844181,电影,https://movie.douban.com/subject/32659890/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
1336,6517421,惊天魔盗团 Now You See Me,7.8,637959,70.839955,电影,https://movie.douban.com/subject/6517421/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
1337,3041749,天伦之旅 Everybody's Fine,8.6,110496,70.837681,电影,https://movie.douban.com/subject/3041749/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1338,1297268,秋日奏鸣曲 Höstsonaten,9.0,54073,70.837587,电影,https://movie.douban.com/subject/1297268/,240962,豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1339,35741365,语义错误 시맨틱 에러,8.6,110333,70.828676,电视剧,https://movie.douban.com/subject/35741365/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
1340,26591654,地雷区 Under sandet,8.7,91480,70.828029,电影,https://movie.douban.com/subject/26591654/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1341,3026357,老爷车 Gran Torino,8.6,110283,70.825911,电影,https://movie.douban.com/subject/3026357/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1342,11636402,孤独的美食家 第二季 孤独のグルメ Season2,9.2,38945,70.818368,电视剧,https://movie.douban.com/subject/11636402/,644440,9分电视剧,2026-08-09T16:52:13+08:00
1343,1477448,南极大冒险 Eight Below,8.7,91138,70.804807,电影,https://movie.douban.com/subject/1477448/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1344,25820460,美国队长3 Captain America: Civil War,7.9,494262,70.798434,电影,https://movie.douban.com/subject/25820460/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
1345,35297263,爱很美味,8.1,309227,70.794253,国产剧 / 电视剧,https://movie.douban.com/subject/35297263/,146202362 / 46375658,豆瓣电视剧排行榜 / 豆瓣高分国产剧,2026-08-09T16:52:13+08:00
1346,1292260,现代启示录 Apocalypse Now,8.5,132696,70.774896,电影,https://movie.douban.com/subject/1292260/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1347,1304970,猫的报恩 猫の恩返し,8.2,246870,70.774718,动画电影 / 电影,https://movie.douban.com/subject/1304970/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
1348,25761178,百元之恋 百円の恋,8.2,246839,70.774002,电影,https://movie.douban.com/subject/25761178/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1349,3269068,精灵旅社 Hotel Transylvania,8.1,307740,70.767259,动画电影 / 电影,https://movie.douban.com/subject/3269068/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
1350,26298756,无心法师,8.4,161846,70.766963,国产剧 / 电视剧,https://movie.douban.com/subject/26298756/,146202362 / 46375658,豆瓣电视剧排行榜 / 豆瓣高分国产剧,2026-08-09T16:52:13+08:00
1351,1408100,平衡 Balance,9.0,53323,70.7468,短片,https://movie.douban.com/subject/1408100/,222008,豆瓣高分短片（评价人数较多）,2026-08-09T16:52:13+08:00
1352,37332784,我，许可,8.1,306390,70.742639,电影,https://movie.douban.com/subject/37332784/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1353,2037012,革命之路 Revolutionary Road,8.2,244663,70.723531,电影,https://movie.douban.com/subject/2037012/,248893 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
1354,1295045,天才瑞普利 The Talented Mr. Ripley,8.3,197420,70.719915,电影,https://movie.douban.com/subject/1295045/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
1355,4914616,苍蝇一分钟的生命 One Minute Fly,8.8,74934,70.713487,短片,https://movie.douban.com/subject/4914616/,222008,豆瓣高分短片（评价人数较多）,2026-08-09T16:52:13+08:00
1356,10561898,仁显王后的男人 인현왕후의 남자,8.6,108238,70.711735,电视剧,https://movie.douban.com/subject/10561898/,430230 / 46375658,豆瓣五星电视剧（2/2） / 豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
1357,4206436,战马 War Horse,8.2,244090,70.710166,电影,https://movie.douban.com/subject/4206436/,248893 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
1358,6985803,少年斯派维的奇异旅行 The Young and Prodigious T.S. Spivet,8.5,131043,70.699685,电影,https://movie.douban.com/subject/6985803/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1359,3646523,吸血鬼日记 第一季 The Vampire Diaries Season 1,8.5,130716,70.684694,电视剧,https://movie.douban.com/subject/3646523/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
1360,35956190,走走停停,8.0,381357,70.683202,电影,https://movie.douban.com/subject/35956190/,248893 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
1361,26727298,W-两个世界 W,8.1,303072,70.681664,电视剧,https://movie.douban.com/subject/26727298/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
1362,4057312,打，打个大西瓜,8.8,74401,70.668515,短片,https://movie.douban.com/subject/4057312/,222008,豆瓣高分短片（评价人数较多）,2026-08-09T16:52:13+08:00
1363,24879820,奇怪的她 수상한 그녀,8.3,195142,70.6526,电影,https://movie.douban.com/subject/24879820/,243559 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
1364,1292994,开罗紫玫瑰 The Purple Rose of Cairo,8.8,74094,70.642466,电影,https://movie.douban.com/subject/1292994/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
1365,6794391,老爸老妈的浪漫史 第七季 How I Met Your Mother Season 7,9.2,37859,70.628881,电视剧,https://movie.douban.com/subject/6794391/,644440,9分电视剧,2026-08-09T16:52:13+08:00
1366,26920281,香蜜沉沉烬如霜,7.8,612992,70.628368,国产剧 / 电视剧,https://movie.douban.com/subject/26920281/,146202362 / 46375658,豆瓣电视剧排行榜 / 豆瓣高分国产剧,2026-08-09T16:52:13+08:00
1367,1303907,百变狸猫 平成狸合戦ぽんぽこ,8.6,106571,70.617057,动画电影 / 电影,https://movie.douban.com/subject/1303907/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
1368,1756889,棒球英豪 タッチ,9.3,32337,70.610978,动画剧集,https://movie.douban.com/subject/1756889/,225067,豆瓣五星动画剧集,2026-08-09T16:52:13+08:00
1369,10563743,老爸老妈的浪漫史 第八季 How I Met Your Mother Season 8,9.2,37745,70.608676,电视剧,https://movie.douban.com/subject/10563743/,644440,9分电视剧,2026-08-09T16:52:13+08:00
