rank,id,title,rating,rating_count,comprehensive_score,kind,url,source_doulist_ids,source_doulists,crawled_at
3553,2364060,隋唐英雄传,8.1,39875,59.323627,国产剧,https://movie.douban.com/subject/2364060/,146202362,豆瓣高分国产剧,2026-08-09T16:52:13+08:00
3554,1764361,四月一日灵异事件簿剧场版：仲夏夜之梦 劇場版xxxHOLiC 真夏ノ夜ノ夢,8.7,14303,59.322992,动画电影,https://movie.douban.com/subject/1764361/,223781,豆瓣高分动画长片,2026-08-09T16:52:13+08:00
3555,3065350,大奥第一章 大奥～第一章～,8.7,14299,59.321258,日剧,https://movie.douban.com/subject/3065350/,156283469,豆瓣高分日剧,2026-08-09T16:52:13+08:00
3556,1466243,罗马11时 Roma ore 11,9.2,7000,59.319558,电影,https://movie.douban.com/subject/1466243/,240962,豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
3557,2150064,乡巴佬希尔一家的幸福生活 第一季 King of the Hill Season 1,9.2,6996,59.315729,电视剧,https://movie.douban.com/subject/2150064/,644440,9分电视剧,2026-08-09T16:52:13+08:00
3558,2174535,天龙特攻队 The A-Team,7.7,89935,59.315581,电影,https://movie.douban.com/subject/2174535/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3559,1306449,怒火青春 La Haine,8.3,27590,59.30621,电影,https://movie.douban.com/subject/1306449/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3560,1293004,告别有情天 The Remains of the Day,8.2,33003,59.304816,电影,https://movie.douban.com/subject/1293004/,243559,豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
3561,1424627,乌鸦与麻雀 烏鴉与麻雀,8.7,14257,59.30302,电影,https://movie.douban.com/subject/1424627/,16163 / 240962,容易忽视的国产电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
3562,27068601,陪你到世界之巅,7.5,141320,59.293911,国产剧 / 电视剧,https://movie.douban.com/subject/27068601/,146202362 / 46375658,豆瓣电视剧排行榜 / 豆瓣高分国产剧,2026-08-09T16:52:13+08:00
3563,5247088,法证先锋3 法證先鋒Ⅲ,7.8,72215,59.293236,港剧,https://movie.douban.com/subject/5247088/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
3564,4944035,打工仔的梦想房 フリーター、家を買う。,8.4,23147,59.292761,日剧 / 电视剧,https://movie.douban.com/subject/4944035/,156283469 / 430230,豆瓣五星电视剧（2/2） / 豆瓣高分日剧,2026-08-09T16:52:13+08:00
3565,3443074,寂寞芳心 Issız Adam,8.5,19572,59.291132,电影,https://movie.douban.com/subject/3443074/,243559,豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
3566,36901628,爱填满空白 第二季 เติมคำว่ารักลงในช่องว่าง,8.8,12224,59.290286,电视剧,https://movie.douban.com/subject/36901628/,644440,9分电视剧,2026-08-09T16:52:13+08:00
3567,3805953,不能没有你,8.2,32877,59.283013,电影,https://movie.douban.com/subject/3805953/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3568,1299227,魔法阿妈 魔法阿媽,8.9,10533,59.278518,动画电影,https://movie.douban.com/subject/1299227/,223781,豆瓣高分动画长片,2026-08-09T16:52:13+08:00
3569,3405642,宅 Killing Time at Home,8.2,32851,59.278504,短片,https://movie.douban.com/subject/3405642/,222008,豆瓣高分短片（评价人数较多）,2026-08-09T16:52:13+08:00
3570,27037053,夜以继日 寝ても覚めても,7.8,71929,59.272204,电影,https://movie.douban.com/subject/27037053/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3571,1301434,夺宝奇兵2 Indiana Jones and the Temple of Doom,7.8,71876,59.268298,电影,https://movie.douban.com/subject/1301434/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3572,1663415,上车走吧,8.1,39481,59.268019,电影,https://movie.douban.com/subject/1663415/,16163 / 248893,容易忽视的国产电影 / 豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3573,35861087,凡人修仙传,7.5,140516,59.265383,国产剧 / 电视剧,https://movie.douban.com/subject/35861087/,146202362 / 46375658,豆瓣电视剧排行榜 / 豆瓣高分国产剧,2026-08-09T16:52:13+08:00
3574,35202793,扫黑风暴,7.1,393714,59.263548,国产剧 / 悬疑剧 / 电视剧,https://movie.douban.com/subject/35202793/,137843346 / 146202362 / 46375658,豆瓣电视剧排行榜 / 豆瓣高分国产剧 / 豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
3575,26584763,少爷 坊っちゃん,8.3,27251,59.234504,电影,https://movie.douban.com/subject/26584763/,243559,豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
3576,11510492,追鱼传奇,8.0,47538,59.231066,国产剧,https://movie.douban.com/subject/11510492/,146202362,豆瓣高分国产剧,2026-08-09T16:52:13+08:00
3577,2277018,麦兜响当当 麥兜響當當,7.6,110617,59.230528,电影,https://movie.douban.com/subject/2277018/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3578,1302789,鹳鸟踟蹰 Το Μετέωρο Βήμα του Πελαργού,8.6,16477,59.229297,电影,https://movie.douban.com/subject/1302789/,240962,豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
3579,34982759,玫瑰岛的不可思议的历史 L'incredibile storia dell'Isola delle Rose,8.0,47515,59.228404,电影,https://movie.douban.com/subject/34982759/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3580,1981850,白线流 白線流し,8.9,10447,59.226049,日剧 / 电视剧,https://movie.douban.com/subject/1981850/,156283469 / 430230,豆瓣五星电视剧（2/2） / 豆瓣高分日剧,2026-08-09T16:52:13+08:00
3581,26980802,花甲男孩转大人 花甲男孩轉大人,8.7,14063,59.218076,电视剧,https://movie.douban.com/subject/26980802/,644440,9分电视剧,2026-08-09T16:52:13+08:00
3582,1937401,K歌情人 Music and Lyrics,7.6,110251,59.213626,电影,https://movie.douban.com/subject/1937401/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3583,1306032,缺席的人 The Man Who Wasn't There,8.2,32465,59.211132,电影,https://movie.douban.com/subject/1306032/,243559,豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
3584,1307679,不夜城,8.2,32458,59.209903,电影,https://movie.douban.com/subject/1307679/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3585,30210204,继母与女儿的蓝调 義母と娘のブルース,8.5,19308,59.209649,日剧,https://movie.douban.com/subject/30210204/,156283469,豆瓣高分日剧,2026-08-09T16:52:13+08:00
3586,30394807,蜡笔小新：新婚旅行飓风之遗失的野原广志 映画クレヨンしんちゃん 新婚旅行ハリケーン ～失われたひろし～,8.3,27117,59.205913,动画电影,https://movie.douban.com/subject/30394807/,223781,豆瓣高分动画长片,2026-08-09T16:52:13+08:00
3587,1293963,午后之爱 L'amour l'après-midi,8.3,27073,59.196495,电影,https://movie.douban.com/subject/1293963/,243559,豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
3588,26147417,神奇动物：格林德沃之罪 Fantastic Beasts: The Crimes of Grindelwald,7.0,516134,59.193548,电影,https://movie.douban.com/subject/26147417/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3589,35633618,今日宜加油,8.0,47144,59.185291,国产剧,https://movie.douban.com/subject/35633618/,146202362,豆瓣高分国产剧,2026-08-09T16:52:13+08:00
3590,26585014,希特勒回来了 Er ist wieder da,7.9,57529,59.18424,电影,https://movie.douban.com/subject/26585014/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3591,3104794,赤焰战场 Red,7.6,109608,59.183795,电影,https://movie.douban.com/subject/3104794/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3592,1421809,最好的时光 最好的時光,7.6,109503,59.178907,电影,https://movie.douban.com/subject/1421809/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3593,1448751,周恩来,8.9,10359,59.17191,电影,https://movie.douban.com/subject/1448751/,243559,豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
3594,1293213,恶魔 Les Diaboliques,8.4,22666,59.168866,电影,https://movie.douban.com/subject/1293213/,243559,豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
3595,1293466,卡蜜儿·克劳岱尔 Camille Claudel,8.2,32220,59.167953,电影,https://movie.douban.com/subject/1293466/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3596,1300955,同流者 Il conformista,8.6,16300,59.163414,电影,https://movie.douban.com/subject/1300955/,240962,豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
3597,1303184,异度空间 異度空間,7.6,108943,59.152758,电影,https://movie.douban.com/subject/1303184/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3598,1441801,局内人 Inside Man,7.7,87078,59.14771,电影,https://movie.douban.com/subject/1441801/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3599,2052209,绿日乐队：圣经上的子弹演唱会 Green Day: Bullet in a Bible,9.5,4672,59.145398,纪录片,https://movie.douban.com/subject/2052209/,480634,豆瓣高分纪录片/其它（2/2）,2026-08-09T16:52:13+08:00
3600,1303075,这里的黎明静悄悄 А зори здесь тихие,8.7,13896,59.144009,电影,https://movie.douban.com/subject/1303075/,240962,豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
3601,34429670,胆小鬼,7.7,86982,59.141974,国产剧 / 悬疑剧,https://movie.douban.com/subject/34429670/,137843346 / 146202362,豆瓣高分国产剧 / 豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
3602,3681358,东之伊甸 東のエデン,8.4,22562,59.141732,动画剧集,https://movie.douban.com/subject/3681358/,225067,豆瓣五星动画剧集,2026-08-09T16:52:13+08:00
3603,1291569,大都会 メトロポリス,8.1,38573,59.137724,动画电影,https://movie.douban.com/subject/1291569/,223781,豆瓣高分动画长片,2026-08-09T16:52:13+08:00
3604,6753166,七个神经病 Seven Psychopaths,7.7,86840,59.133478,电影,https://movie.douban.com/subject/6753166/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3605,1381964,云的彼端，约定的地方 雲のむこう、約束の場所,7.7,86732,59.127007,动画电影 / 电影,https://movie.douban.com/subject/1381964/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
3606,24751154,罗尼和我 Ronny & I,8.8,11909,59.125813,短片,https://movie.douban.com/subject/24751154/,222008,豆瓣高分短片（评价人数较多）,2026-08-09T16:52:13+08:00
3607,1421673,太太万岁 太太萬歲,8.4,22486,59.121824,电影,https://movie.douban.com/subject/1421673/,16163 / 243559,容易忽视的国产电影 / 豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
3608,25884801,记忆大师,7.1,381469,59.11821,电影,https://movie.douban.com/subject/25884801/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3609,1400240,去年在马里昂巴德 L'année dernière à Marienbad,8.2,31932,59.116774,电影,https://movie.douban.com/subject/1400240/,243559,豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
3610,1294038,流星语 流星語,8.5,19003,59.114113,电影,https://movie.douban.com/subject/1294038/,240962,豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
3611,30182726,狩猎 The Hunt,7.4,173489,59.11296,电影,https://movie.douban.com/subject/30182726/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3612,2132412,死亡飞车 Death Race,7.6,107941,59.105634,电影,https://movie.douban.com/subject/2132412/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3613,1418194,雾都孤儿 Oliver Twist,8.0,46416,59.099697,电影,https://movie.douban.com/subject/1418194/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3614,1481828,天空战记 天空戦記シュラト,8.8,11858,59.098776,动画剧集,https://movie.douban.com/subject/1481828/,225067,豆瓣五星动画剧集,2026-08-09T16:52:13+08:00
3615,26966763,就这样，我们把金鱼放入了泳池 そうして私たちはプールに金魚を、,8.3,26614,59.097317,短片,https://movie.douban.com/subject/26966763/,222008,豆瓣高分短片（评价人数较多）,2026-08-09T16:52:13+08:00
3616,6123976,最佳爱情 최고의 사랑,8.2,31820,59.096747,电视剧,https://movie.douban.com/subject/6123976/,430230,豆瓣五星电视剧（2/2）,2026-08-09T16:52:13+08:00
3617,4807924,泰迪熊 Ted,7.2,288721,59.094116,电影,https://movie.douban.com/subject/4807924/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3618,24529338,大侦探波洛 第十季 Agatha Christie's Poirot Season 10,9.2,6768,59.093738,电视剧,https://movie.douban.com/subject/24529338/,644440,9分电视剧,2026-08-09T16:52:13+08:00
3619,1303465,橄榄树下的情人 زير درختان زيتون,8.3,26581,59.090121,电影,https://movie.douban.com/subject/1303465/,243559,豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
3620,1308006,动物农场 Animal Farm,8.7,13774,59.089336,动画电影,https://movie.douban.com/subject/1308006/,223781,豆瓣高分动画长片,2026-08-09T16:52:13+08:00
3621,35307624,渔港的肉子酱 漁港の肉子ちゃん,8.1,38235,59.088437,动画电影,https://movie.douban.com/subject/35307624/,223781,豆瓣高分动画长片,2026-08-09T16:52:13+08:00
3622,25740192,骄傲 Pride,8.3,26528,59.078545,电影,https://movie.douban.com/subject/25740192/,243559,豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
3623,3012012,蒙哥 The Meerkats,9.1,7712,59.073517,纪录片,https://movie.douban.com/subject/3012012/,223273,豆瓣高分纪录片/其它（1/2）,2026-08-09T16:52:13+08:00
3624,3199466,天体战士 天体戦士サンレッド,9.1,7707,59.069236,动画剧集,https://movie.douban.com/subject/3199466/,225067,豆瓣五星动画剧集,2026-08-09T16:52:13+08:00
3625,1296821,苹果酒屋法则 The Cider House Rules,8.1,38069,59.064071,电影,https://movie.douban.com/subject/1296821/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3626,2377585,没有玫瑰的花店 薔薇のない花屋,8.6,16003,59.051242,日剧 / 电视剧,https://movie.douban.com/subject/2377585/,156283469 / 172901,豆瓣五星电视剧（1/2） / 豆瓣高分日剧,2026-08-09T16:52:13+08:00
3627,6902929,神奇飞书 The Fantastic Flying Books of Mr. Morris Lessmore,8.4,22216,59.050551,短片,https://movie.douban.com/subject/6902929/,222008,豆瓣高分短片（评价人数较多）,2026-08-09T16:52:13+08:00
3628,1292624,尖峰时刻 Rush Hour,7.5,134466,59.045333,电影,https://movie.douban.com/subject/1292624/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3629,1308010,谈谈情跳跳舞 Shall we ダンス?,8.3,26371,59.044117,电影,https://movie.douban.com/subject/1308010/,243559,豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
3630,4074158,商标的世界 Logorama,8.1,37879,59.036052,短片,https://movie.douban.com/subject/4074158/,222008,豆瓣高分短片（评价人数较多）,2026-08-09T16:52:13+08:00
3631,10777710,回我的家 ゴーイング マイ ホーム,8.8,11737,59.03416,日剧 / 电视剧,https://movie.douban.com/subject/10777710/,156283469 / 430230,豆瓣五星电视剧（2/2） / 豆瓣高分日剧,2026-08-09T16:52:13+08:00
3632,1304665,X圣治 CURE キュア,8.2,31460,59.031891,电影,https://movie.douban.com/subject/1304665/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3633,1793912,闪电狗 Bolt,7.5,134084,59.031109,电影,https://movie.douban.com/subject/1793912/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3634,1308191,二手狮王 Secondhand Lions,8.4,22118,59.024468,电影,https://movie.douban.com/subject/1308191/,243559,豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
3635,1292550,埃及艳后 Cleopatra,7.9,55796,59.01907,电影,https://movie.douban.com/subject/1292550/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3636,24325861,会计刺客 The Accountant,7.6,106024,59.014246,电影,https://movie.douban.com/subject/24325861/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3637,2378019,扪心问诊 第一季 In Treatment Season 1,9.2,6662,58.987973,电视剧,https://movie.douban.com/subject/2378019/,172901,豆瓣五星电视剧（1/2）,2026-08-09T16:52:13+08:00
3638,1298525,碟中谍2 Mission: Impossible II,7.3,217199,58.985132,电影,https://movie.douban.com/subject/1298525/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3639,3033959,噬魂师 ソウルイーター,8.4,21968,58.984319,动画剧集,https://movie.douban.com/subject/3033959/,225067,豆瓣五星动画剧集,2026-08-09T16:52:13+08:00
3640,24697826,古剑奇谭,7.4,168879,58.980995,国产剧 / 电视剧,https://movie.douban.com/subject/24697826/,146202362 / 46375658,豆瓣电视剧排行榜 / 豆瓣高分国产剧,2026-08-09T16:52:13+08:00
3641,26372545,野马 Mustang,8.1,37487,58.977797,电影,https://movie.douban.com/subject/26372545/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3642,36721436,扫毒风暴,7.5,132630,58.976593,国产剧 / 悬疑剧 / 电视剧,https://movie.douban.com/subject/36721436/,137843346 / 146202362 / 46375658,豆瓣电视剧排行榜 / 豆瓣高分国产剧 / 豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
3643,2357302,爱犬的奇迹 マリと子犬の物語,8.7,13517,58.972561,电影,https://movie.douban.com/subject/2357302/,240962,豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
3644,3017508,海贼王剧场版9：冬季绽放的奇迹之樱 ONE PIECE エピソード オブ チョッパー プラス 冬に咲く、奇跡の桜,8.6,15797,58.972209,动画电影,https://movie.douban.com/subject/3017508/,223781,豆瓣高分动画长片,2026-08-09T16:52:13+08:00
3645,1292760,贵妇失踪记 The Lady Vanishes,8.1,37408,58.965983,电影,https://movie.douban.com/subject/1292760/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3646,1472988,发展受阻 第一季 Arrested Development Season 1,8.8,11602,58.961276,电视剧,https://movie.douban.com/subject/1472988/,172901,豆瓣五星电视剧（1/2）,2026-08-09T16:52:13+08:00
3647,35682502,兰闺喜事,7.8,67797,58.958648,国产剧,https://movie.douban.com/subject/35682502/,146202362,豆瓣高分国产剧,2026-08-09T16:52:13+08:00
3648,4034093,小姨多鹤,8.3,25967,58.954574,国产剧,https://movie.douban.com/subject/4034093/,146202362,豆瓣高分国产剧,2026-08-09T16:52:13+08:00
3649,1294047,凡尔杜先生 Monsieur Verdoux,8.7,13473,58.952346,电影,https://movie.douban.com/subject/1294047/,240962,豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
3650,1465790,同一屋檐下 ひとつ屋根の下,8.7,13459,58.9459,日剧,https://movie.douban.com/subject/1465790/,156283469,豆瓣高分日剧,2026-08-09T16:52:13+08:00
3651,2988103,欢迎来北方 Bienvenue chez les Ch'tis,8.1,37264,58.944385,电影,https://movie.douban.com/subject/2988103/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3652,24324730,爸妈不在家 爸媽不在家,8.0,45027,58.932597,电影,https://movie.douban.com/subject/24324730/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3653,1306666,黑店狂想曲 Delicatessen,7.9,54861,58.927813,电影,https://movie.douban.com/subject/1306666/,248893 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3654,3792508,亲爱的伽利略 หนีตามกาลิเลโอ,7.9,54848,58.926533,电影,https://movie.douban.com/subject/3792508/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3655,1467748,我的九月,8.7,13401,58.919125,电影,https://movie.douban.com/subject/1467748/,16163 / 240962,容易忽视的国产电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
3656,1866264,女王 The Queen,7.7,83330,58.918932,电影,https://movie.douban.com/subject/1866264/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3657,26411201,追捕野蛮人 Hunt for the Wilderpeople,8.0,44885,58.915224,电影,https://movie.douban.com/subject/26411201/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3658,1459054,龙门客栈 龍門客棧,8.2,30821,58.914924,电影,https://movie.douban.com/subject/1459054/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3659,1466273,巧奔妙逃,8.3,25765,58.909279,电影,https://movie.douban.com/subject/1466273/,16163 / 248893,容易忽视的国产电影 / 豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3660,36553916,滤镜,7.3,213762,58.908569,国产剧 / 电视剧,https://movie.douban.com/subject/36553916/,146202362 / 46375658,豆瓣电视剧排行榜 / 豆瓣高分国产剧,2026-08-09T16:52:13+08:00
3661,3011072,珍爱 Precious,8.1,37021,58.907747,电影,https://movie.douban.com/subject/3011072/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3662,20515070,军中乐园 軍中樂園,7.5,130669,58.902113,电影,https://movie.douban.com/subject/20515070/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3663,2263102,转转 転々,8.4,21657,58.900196,电影,https://movie.douban.com/subject/2263102/,243559,豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
3664,1433701,上甘岭 上甘嶺,8.4,21652,58.898833,电影,https://movie.douban.com/subject/1433701/,16163 / 248893,容易忽视的国产电影 / 豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3665,36810718,现在拨打的电话 지금 거신 전화는,7.6,103631,58.897818,电视剧,https://movie.douban.com/subject/36810718/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
3666,25767614,我存在的时间 僕のいた時間,8.5,18330,58.897766,日剧,https://movie.douban.com/subject/25767614/,156283469,豆瓣高分日剧,2026-08-09T16:52:13+08:00
3667,1309088,活死人黎明 Dawn of the Dead,7.5,130502,58.895719,电影,https://movie.douban.com/subject/1309088/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3668,1465021,美丽人生 ビューティフルライフ,8.4,21634,58.893926,日剧,https://movie.douban.com/subject/1465021/,156283469,豆瓣高分日剧,2026-08-09T16:52:13+08:00
3669,1296500,雏菊 Sedmikrásky,8.5,18309,58.890888,电影,https://movie.douban.com/subject/1296500/,243559,豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
3670,30371818,好梦一日游 La belle époque,8.0,44606,58.88093,电影,https://movie.douban.com/subject/30371818/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3671,36189205,凡人歌,7.7,82670,58.877583,国产剧,https://movie.douban.com/subject/36189205/,146202362,豆瓣高分国产剧,2026-08-09T16:52:13+08:00
3672,1401535,虎胆龙威4 Live Free or Die Hard,7.7,82585,58.872233,电影,https://movie.douban.com/subject/1401535/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3673,2334814,"纽约，我爱你 New York, I Love You",7.6,103020,58.86766,电影,https://movie.douban.com/subject/2334814/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3674,1292264,"逃狱三王 O Brother, Where Art Thou?",7.8,66633,58.866863,电影,https://movie.douban.com/subject/1292264/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3675,5681006,香蕉 Banana,8.2,30550,58.864584,短片,https://movie.douban.com/subject/5681006/,222008,豆瓣高分短片（评价人数较多）,2026-08-09T16:52:13+08:00
3676,30183715,兔耳袋狸 Bilby,8.5,18223,58.862639,短片,https://movie.douban.com/subject/30183715/,222008,豆瓣高分短片（评价人数较多）,2026-08-09T16:52:13+08:00
3677,35058573,月光变奏曲,7.3,210641,58.837971,国产剧 / 电视剧,https://movie.douban.com/subject/35058573/,146202362 / 46375658,豆瓣电视剧排行榜 / 豆瓣高分国产剧,2026-08-09T16:52:13+08:00
3678,4889554,暮光之城4：破晓(下) The Twilight Saga: Breaking Dawn - Part 2,7.3,210637,58.837879,电影,https://movie.douban.com/subject/4889554/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3679,30402296,天气之子 天気の子,7.0,476908,58.837855,电影,https://movie.douban.com/subject/30402296/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3680,36663303,不眠日,7.6,102295,58.831642,国产剧 / 悬疑剧 / 电视剧,https://movie.douban.com/subject/36663303/,137843346 / 146202362 / 46375658,豆瓣电视剧排行榜 / 豆瓣高分国产剧 / 豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
3681,4921343,神断狄仁杰,8.3,25421,58.831319,国产剧 / 悬疑剧,https://movie.douban.com/subject/4921343/,137843346 / 146202362,豆瓣高分国产剧 / 豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
3682,25728612,书店 The Bookshop,8.0,44151,58.82454,电影,https://movie.douban.com/subject/25728612/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3683,35441582,6/45 육사오,7.7,81678,58.814808,电影,https://movie.douban.com/subject/35441582/,42966583,评分人数超过5万且评分高于7分的电影,2026-08-09T16:52:13+08:00
3684,3103418,囚室211 Celda 211,8.0,43990,58.804447,电影,https://movie.douban.com/subject/3103418/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3685,27112705,短暂的婚姻 短暫的婚姻,8.5,18022,58.796091,港剧,https://movie.douban.com/subject/27112705/,135940451,豆瓣高分港剧,2026-08-09T16:52:13+08:00
3686,35797506,鱼之子 さかなのこ,8.1,36275,58.793751,电影,https://movie.douban.com/subject/35797506/,248893,豆瓣高分电影榜（下）8.2-8.0分,2026-08-09T16:52:13+08:00
3687,27176528,负空间 Negative Space,8.7,13130,58.792461,短片,https://movie.douban.com/subject/27176528/,222008,豆瓣高分短片（评价人数较多）,2026-08-09T16:52:13+08:00
3688,1292586,再见，孩子们 Au revoir les enfants,8.5,18008,58.791428,电影,https://movie.douban.com/subject/1292586/,240962,豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
3689,1297646,逍遥骑士 Easy Rider,8.2,30130,58.785677,电影,https://movie.douban.com/subject/1297646/,243559,豆瓣高分电影榜（中）8.5-8.3分,2026-08-09T16:52:13+08:00
3690,25769356,茶，一片树叶的故事,8.7,13109,58.782537,纪录片,https://movie.douban.com/subject/25769356/,480634,豆瓣高分纪录片/其它（2/2）,2026-08-09T16:52:13+08:00
3691,30167309,探险活宝 第十季 Adventure Time with Finn and Jake Season 10,9.7,3510,58.776273,电视剧,https://movie.douban.com/subject/30167309/,644440,9分电视剧,2026-08-09T16:52:13+08:00
